industria;nps;razones
banca;PROMOTOR;PORQUE ES MEJOR, AHORRO TIEMPO, MAS RAPIDO, ES MAS SEGURO PORQUE EVITO IR A LA FINANCIERA
banca;PROMOTOR;PORQUE ES MAS FACIL QUE IR A UN AGENTE, POR BIM ES MAS RAPIDO, MAS CERCANO
banca;PROMOTOR;PORQUE HE PAGADO SIEMPRE Y NO SE HA PRESENTADO NINGUN INCONVENIENTE.
banca;NEUTRAL;PORQUE EL APLICATIVO MUESTRA ERRORES, NO SE PUEDE REALIZAR DICHA OPERACION,
banca;DETRACTOR;PORQUE NO HA SIDO POSIBLE PAGAR POR BIM, NO LLEGO DINERO A LA CUENTA, NO SE COMPLETO LA TRANSACCION, ME DEVOLVIERON DESPUES DE DOS SEMANAS. ME HE VISTO OBLIGADA A HACERLO
banca;PROMOTOR;PORQUE ES MUCHO MAS SENCILLO PAGAR, NO TRASLADO DINERO EN EFECTIVO, CLIENTE SUGIERE QUE AMPLIEN EL MONTO PARA PAGAR, YA QUE, SI PASA LOS NOVECIENTOS SOLES DEBE HACER MAS DE UNA TRANSACCION
banca;PROMOTOR;PORQUE ES MAS FACIL, LO PUEDO HACER DESDE CASA
banca;PROMOTOR;PORQUE ES UNA OPCION BUENA, PUEDO PAGAR DESDE DONDE ESTE, EVITO LA COLA, LO HAGO DESDE EL APLICATIVO, DE MANERA RAPIDA
banca;NEUTRAL;PORQUE A VECES ES MEDIO LENTO
banca;NEUTRAL;PORQUE SIEMPRE TENGO PROBLEMA A LA HORA DE PAGAR, PAGO A LAS CINCO DE LA TARDE, PERO NO SE VISUALIZA INSTANTANEAMENTE EL PAGO, HAY UN LIMITE DE NOVECIENTOS NOVENTA Y NUEVE SOLES, PERO AL FINAL SI SE LOGRA EFECTUAR EL PAGO, DEMORA MEDIA HORA EN COMPLETARSE LA TRANSACCION APROXIMADAMENTE, CLIENTE SUGIERE QUE SE PUEDA PAGAR EL MONTO COMPLETO EN UNA SOLA TRANSACCION, CLIENTE PAGA SEIS MIL SOLES
banca;PROMOTOR;PORQUE ULTIMAMENTE TUVE INCONVENIENTES, NO PODIA RETIRAR POR BIM, EN LOS PAGOS TODO BIEN
banca;DETRACTOR;PORQUE PUEDO PAGAR DE MANERA SENCILLA, PRACTICO
banca;PROMOTOR;PORQUE ES RAPIDO, INSTANTANEO.
banca;PROMOTOR;PORQUE ES FACIL, PUEDO PAGAR VARIAS COSAS, AUNQUE HE TENIDO INCONVENIENTES PARA EL DESEMBOLSO
banca;NEUTRAL;PORQUE HE TENIDO PROBLEMAS CON BIM, NO PUEDO UTILIZARLO, ME APARECE UN MENSAJE DE ERROR, ME DICEN QUE TENGO QUE MANDAR UN MENSAJE AL WHATSAPP DE LA EMPRESA, ERROR COMO SI HUBIERA CAMBIADO DE EQUIPO, AUNQUE ME AYUDO EN ALGUN MOMENTO PARA PAGAR DE MANERA RAPIDA
banca;PROMOTOR;PORQUE ES MAS RAPIDO, PUEDO HACERLO EN MINUTOS, EVITO REUNIRME CON MI GRUPO, EVITO TENER DINERO EN LA MANO POR ESO ES MAS SEGURO
banca;PROMOTOR;PORQUE PUEDO PAGAR DE MANERA INSTANTANEA, AUTOMATICA, SEGURO, DE MANERA DIRECTA
banca;PROMOTOR;PORQUE ES RAPIDO EL PAGO, NO HAY DEMORA
banca;PROMOTOR;PORQUE ES MENOS RIESGOSO Y EVITO CONTAMINARME CON BILLETES QUE PASA POR VARIAS MANOS
banca;DETRACTOR;PORQUE HUBO PROBLEMA EN DOS OPORTUNIDADES, SE DEMORARON CERCA DE UN MES EN ARREGLAR EL PROBLEMA,  PERO ES MEJOR PAGARLO DE ESA FORMA EN VEZ DE TENER DINERO A LA MANO,
banca;DETRACTOR;PORQUE LLAME Y SE DEMORARON UNA HORA EN DARME SOPORTE, NO PODIA ENTRAR, ME PARECE QUE HAY VENTAJA PORQUE NO VOY A LA AGENCIA NO CARGO DINERO EN FISICO, ES SEGURO, PERO CUANDO HAY PROBLEMAS CON LA CLAVE, NO RESPONDEN LA LLAMADA, NO ATIENDEN RAPIDO, TE ATIENDEN BIEN SI, PERO LA LLAMADA DEMORA EN INGRESAR, MARCAR A CADA MOMENTO, DEMORE UNA HORA PARA QUE LA LLAMADA INGRESARA AL CALL CENTER DE BIM
banca;PROMOTOR;PORQUE ES MAS RAPIDO, EVITO LA COLA, EVITO IR A LA AGENCIA
banca;PROMOTOR;PORQUE NO SE PUEDE PAGAR MUCHA CANTIDAD, POR EJEMPLO SOLO PUEDO PAGAR  HASTA NOVECIENTOS NOVENTA SOLES, PERO PAGAR POR BIM ES MAS FACIL, PRACTICO Y SEGURO
banca;PROMOTOR;PORQUE ES MAS SEGURO, ES MAS RAPIDO, NO HE TENIDO PROBLEMAS PARA REALIZAR PAGOS
banca;PROMOTOR;PORQUE ES MAS SEGURO, EVITO IR A LA AGENCIA, EVITO EXPONERSE
banca;DETRACTOR;PORQUE YO HE TENIDO MUCHOS INCONVENIENTES, COMO EN TRES O CUATRO OCASIONES NO PUDE ACCEDER A BIM, ERROR DECAMBIO NUMERO, NO PODIA PAGAR, POR ELLO DESINSTALE EL BIM
banca;PROMOTOR;PORUE EVITO LA COLA, AHORRO TIEMPO, AHORRO DINERO POR EL PASAJE
banca;PROMOTOR;PORQUE ES DE AYUDA, PUEDO PAGAR SIN IR A LA AGENCIA, EVITO REUNIRME
banca;NEUTRAL;PORQUE A VECES SE DEMORA EN COMPLETARSE LA TRANSACCION
banca;DETRACTOR;PORQUE A PESAR DE QUE ES SEGURO PORQUE ES DIGITAL, ES COMPLEJO PORQUE HAY LIMITES PARA PODER PAGAR, NO SE PUEDE PAGAR EL MONTO MAYOR A NOVECIENTOS NOVENTA Y NUEVE SOLES, SE DEBEN HACER VARIAS TRANSACCIONES PARA PODER PAGAR
banca;NEUTRAL;PORQUE PAGUE MI CUOTA Y NUNCA LLEGO EL DINERO, TUVE QUE RECLAMAR Y ME DEVOLVIERON EL DINERO DESPUES DE CINCO MESES, AHORA PAGO SIN NINGUN PROBLEMA
banca;PROMOTOR;PORQUE AHORA PUEDO PAGAR DESDE LA APLICACION, ES MAS FACIL PAGAR POR BIM, EVITO LA COLA Y AHORRO TIEMPO
banca;DETRACTOR;PORQUE TUVE PROBLEMAS CON BIM, NO FIGURA EL PAGO QUE HICE, NO ME BRINDAN SOLUCION NI SOPORTE AL TELEFONO NI POR WHATSAPP
banca;PROMOTOR;PORQUE ES MUY UTIL, EVITO LA COLA EN LA AGENCIA, ES MAS SEGURO PORQUE NO CARGO DINERO EN EFECTIVO, LO HAGO DESDE EL CELULAR.
banca;PROMOTOR;PORQUE ES MAS RAPIDO, SEGURO, SUGIERO QUE MEJOREN UN POCO CON EL TEMA DE LA CLAVE, QUE AVISEN CON TIEMPO PARA CAMBIAR LA CLAVE PARA DEMORAR EN LA HORA DEL PAGO
banca;PROMOTOR;PORQUE ES BUENO, ES RAPIDO, ES SEGURO PORQUE NO CARGO DINERO EN EFECTIVO
banca;PROMOTOR;PORQUE ES UN EXCELENTE SERVICIO, NO HE TENIDO PROBLEMAS CON BIM
banca;NEUTRAL;PORQUE A VECES SE DEMORA EN CARGAR
banca;DETRACTOR;PORQUE NO CARGO DINERO EN EFECTIVO, ES MAS FACIL, RAPIDO, SEGURO, AUNQUE A VECES NO HAY SISTEMA
banca;PROMOTOR;PORQUE ES UNABUENA ALTERNATIVA,ES FACIL Y SEGURO
banca;PROMOTOR;PORQUE LE FALTA MEJORAR ALGUNAS COSAS, SIENTO QUE ES SEGURO
banca;NEUTRAL;PORQUE A VECES HA TENIDO PROBLEMAS CON BIM, ME RECHAZO LOS MONTOS, Y TENGO QUE RECORRER TODOS LOS AGENTES Y HE TENIDO QUE IR A LA MISMA AGENCIA
banca;PROMOTOR;PORQUE ES FACIL
banca;PROMOTOR;PORQUE ES SEGURO Y RAPIDO, PUEDO EVITAR LA COLA EN AGENTES
banca;PROMOTOR;PORQUE ES MAS FACIL, AHORRO DE TIEMPO
banca;PROMOTOR;PORQUE SIEMPRE ME VA BIEN CON BIM
banca;DETRACTOR;PORQUE EL SISTEMA COLAPSA EN LOS DIAS DE PAGO
banca;PROMOTOR;PORQUE A VECES LA SEÑAL SE VA, EL SISTEMA SE DEMORA
banca;NEUTRAL;HE TENIDO PROBLEMAS PARA QUE ME DEVUELVAN MI DINERO POR BIM, PERO ULTIMAMENTE YA NO TENGO PROBLEMAS CON BIM
banca;PROMOTOR;PORQUE UNA VEZ NO PUDE INGRESAR, PERO LUEGO TODO BIEN, ES MAS FACIL
banca;PROMOTOR;PORQUE ES MAS FACIL, EVITO LA COLA E IR A LA AGENCIA
banca;PROMOTOR;PORQUE ES MAS RAPIDO, EVITO LA COLA, PUEDO VER QUIENES DEPOSITAN
banca;PROMOTOR;PORQUE SIEMPRE ME HA IDO CON BIM
banca;PROMOTOR;PORQUE YO PUEDO PAGAR INCLUSO EN DOMINGOS, DIAS EN DONDE LA AGENCIA NO ATIENDE, ES MAS FACIL
banca;PROMOTOR;PORQUE NO HE TENIDO INCONVENIENTE CON BIM
banca;PROMOTOR;PORQUE AHORRO TIEMPO, ES MAS FACIL, PRACTICO Y SEGURO
banca;PROMOTOR;PORQUE ES MAS SEGURO, YA QUE, NO TENGO DINERO EN EFECTIVO
banca;DETRACTOR;PORQUE A VECES FALLA EL BIM, NO HAY SISTEMA. RECOMIENDA PAGAR DIRECTAMENTE EN LA AGENCIA
banca;NEUTRAL;PORQUE NO HA TENIDO PROBLEMAS CON BIM
banca;PROMOTOR;PORQUE ES MAS RAPIDO, EVITO LA COLA EN LA AGENCIA
banca;PROMOTOR;PORQUE ES MAS RAPIDO EL PAGO
banca;PROMOTOR;PORQUE HUBO UNA VEZ EN DONDE UNA DE LAS CHICAS DEL GRUPO NO PUDO PAGAR
banca;DETRACTOR;PORQUE PRIMERO TENGO QUE HACER LA RECARGA EN UN AGENTE, ES IGUAL MEJOR LO HAGO DEFRENTE EN UN AGENTE
banca;NEUTRAL;PORQUE NO ME PARECE TAN SEGURO PERO ES NECESARIO, TAMBIEN TUVE DIFICULTADES AL MOMENTO DE PAGAR PORQUE NO HABIA SISTEMA
banca;DETRACTOR;PORQUE NO PUEDO INGRESAR A BIM, Y TENGO DINERO EN LA MANO LO CUAL ES INSEGURO
banca;PROMOTOR;PORQUE NO TENGO DIFICULTAD PARA HACER EL PAGO POR BIM
banca;PROMOTOR;PORQUE ES PRACTICO, FACIL, EVITO IR A LA AGENCIA, AHORRO TIEMPO. CLIENTE SUGIERE PUEDA HACER EL PAGO EN UNA SOLA TRANSACCION
banca;NEUTRAL;PORQUE ES MAS FACIL PERO HAY PERSONAS QUE NO ESTAN INFORMADAS
banca;DETRACTOR;PORQUE VAN DOS VECES QUE TENGO PROBLEMAS CON EL BIM, EN AMBAS HIZO LA RECARGA PERO NO LLEGO EL SALDO
banca;NEUTRAL;PORQUE TUVE PERCANCES LA ULTIMA VEZ CON BIM
banca;PROMOTOR;PORQUE ES MAS PRACTICO, MAS CONFIABLE
banca;PROMOTOR;ES MAS RAPIDO, EVITO LA COLA EN LA AGENCIA
banca;PROMOTOR;PORQUE ES MAS RAPIDO
banca;PROMOTOR;PORQUE ES MAS FACIL, EVITO IR A LA AGENCIA, ES MAS RAPIDO, PUEDO PAGAR DESDE DONDE ESTE, ES MAS SEGURO
banca;NEUTRAL;PORQUE TUVO PROBLEMAS PARA PAGAR, NO ESTABA REGISTRADO EN EL BIM
banca;PROMOTOR;PORQUE ES MAS RAPIDO, MAS FACIL
banca;PROMOTOR;PORQUE EVITO LA COLA, LAS AGLOMERACIONES, CON BIM ES MAS FACIL
banca;NEUTRAL;PORQUE POR UNA PARTE AYUDA PAGAR CON BIM, LO MALO ES QUE A VECES NO HAY SISTEMA, NO SE PUEDE RECARGAR
banca;PROMOTOR;PORQUE ES MAS PRACTICO, EVITO IR A LA AGENCIA
banca;PROMOTOR;PORQUE ES MAS FACIL
banca;PROMOTOR;PORQUE ES MAS RAPIDO Y PRACTICO
banca;PROMOTOR;PORQUE ES MAS FACIL HACERLO POR BIM
banca;DETRACTOR;PORQUE A VECES PIDEN ACTUALIZACIONES, A VECES NO HAY SISTEMA
banca;PROMOTOR;PORQUE ES MAS FACIL PAGAR POR BIM
banca;PROMOTOR;PORQUE EVITO IR A LA AGENCIA, AHORRA TIEMPO, LO PUEDO HACER DESDE EL CELULAR
banca;PROMOTOR;PORQUE ES MAS SEGURO, EVITO LA COLA EN LA AGENCIA
banca;PROMOTOR;PORQUE ES MAS FACIL, MAS RAPIDO, PUEDO HACERLO EN CUALQUIER LADO
banca;PROMOTOR;PORQUE ES BUENO, NO HE TENIDO PROBLEMA CON BIM
banca;DETRACTOR;PORQUE HE TENIDO PROBLEMA, NO HABIA SISTEMA DEMORO EN COMPLETARSE EL PAGO
banca;NEUTRAL;PORQUE NO BRINDA MUCHA CONFIANZA EL BIM
banca;PROMOTOR;PORQUE ES MAS FACIL, MAS ACCESIBLE, EVITO IR A LA AGENCIA
banca;DETRACTOR;PORQUE ES DIFICIL Y COMPLICADO, NO PUEDO ACCEDER POR UN TEMA DE CLAVE, PONGO NUMEROS QUE NO ME ACUERDO, LA CAMBIO CONSTANTEMENTE
banca;PROMOTOR;PORQUE ES MAS FACIL, EVITO IR AL AGENTE, AHORRO DE TIEMPO
banca;PROMOTOR;PORQUE EL PAGO ES AUTOMATICO, EL PAGO ES INMEDIATO, RAPIDO
banca;PROMOTOR;PORQUE NO HE TENIDO PROBLEMAS CON BIM
banca;PROMOTOR;PORQUE ES MAS ACCESIBLE, EVITO LA COLA EN LA AGENCIA, AHORRO DE TIEMPO
banca;PROMOTOR;PORQUE ES MAS PRACTICO, AHORRO TIEMPO, EVITO QUE PASE INCIDENTES CON EL DINERO
banca;PROMOTOR;PORQUE ES MAS SEGURO AL PAGAR
banca;PROMOTOR;PORQUE ES MUY FACIL, RAPIDO Y EFECTIVO
banca;PROMOTOR;PORQUE NO TIENE FALLAS
banca;PROMOTOR;PORQUE ES MAS SEGURO, MAS FACIL
banca;PROMOTOR;PORQUE ES MAS FACIL, ES MAS SEGURO
banca;PROMOTOR;PORQUE ES MAS FACIL Y MAS RAPIDO, EVITO IR A LAS AGENCIAS DE COMPARTAMOS, AHORRO TIEMPO
banca;PROMOTOR;PORQUE ES MAS PRACTICO Y FACIL
banca;PROMOTOR;PORQUE ES MAS RAPIDO EL PAGO, LA TRANSFERENCIA QUE IR A LA AGENCIA DE COMPARTAMOS A HACER COLA
banca;PROMOTOR;PORQUE ES MAS PRACTICO, MAS SEGURO
banca;PROMOTOR;PORQUE ES DE MUCHA AYUDA, AHORRA TIEMPO, MAS RAPIDO
banca;NEUTRAL;PORQUE HE TENIDO INCONVENIENTES, PORQUE NO HE PODIDO CANCELAR PORQUE NO PUEDO ABRIR LA APLICACION DESDE HACE UN MES, MAÑANA TENGO QUE CANCELAR CUOTA DE COMPARTAMOS Y NO PODRE HACERLO POR BIM
banca;NEUTRAL;PORQUE EL BIM SOLO ES DE COMPARTAMOS, QUISIERA QUE HAYAS MAS OPCIONES DE SERVICIO DE PAGO Y MAS BANCOS AFILIADOS, HAY PROBLEMA CON EL TEMA DE LA APLICACION CUANDO SE CAMBIA DE NUMERO , YA QUE, NO SE PUEDE INSTALAR
banca;PROMOTOR;NO PRECISA
banca;PROMOTOR;PORQUE ES RAPIDO Y FACIL
banca;PROMOTOR;PORQUE ES MAS FACIL PAGAR POR BIM Y MAS SEGURO
banca;DETRACTOR;PORQUE LA ULTIMA VEZ PAGUE POR BIM NO SE HA PROCESADO Y PUSE UN RECLAMO QUE AUN ESTA VIGENTE, PERO LAS DEMAS VECES TODO FUNCIONO BIEN
banca;PROMOTOR;PORQUE NO HA TENIDO PROBLEMA CON EL BIM, AUNQUE LLEVO DOS SEMANAS PARA USAR EL BIM PORQUE HE CAMBIADO DE NUMERO TELEFONICO NO PUEDE ACCEDER.
banca;NEUTRAL;PORQUE HE TENIDO ALGUNOS PROBLEMAS CON EL BIM, NO HUBO SISTEMA, NO HE PODIDO RETIRAR, UNA VEZ EL DINERO SALIO DE MI CUENTA PERO EL BANCO ME LO REPUSO
banca;PROMOTOR;PORQUE AHORRO TIEMPO, RECARGO RAPIDO LA BILLETERA Y  EVITO IR A LA FINANCIERA
banca;PROMOTOR;PORQUE ES PRACTICO
banca;NEUTRAL;PORQUE A VECES EL PAGO HA DEMORADO EN COMPLETARSE HASTA LLEGAR A COMPARTAMOS, SOLO ME PASO UNA VEZ, SE DEMORO OCHO DIAS, FUE NOVECIENTOS SOLES PAGADOS, ME SUCEDIO EL AÑO PASADO, LUEGO HE PAGADO NORMAL
banca;PROMOTOR;PORQUE ES MAS SENCILLO, ES MAS SEGURO PORQUE NO TENGO DINERO EN FISICO
banca;PROMOTOR;PORQUE ES MAS PRACTICO, EVITO LOS ROBOS PORQUE NO TENGO EL DINERO EN FISICO
banca;PROMOTOR;PORQUE ES RAPIDO, EFECTIVO, AHORRO TIEMPO. TODO BIEN CON EL PAGO POR BIM
banca;PROMOTOR;PORQUE ES MAS PRACTICO, ES MAS SEGURO
banca;PROMOTOR;PORQUE NO HE TENIDO PROBLEMAS PARA HACER EL PAGO POR BIM
banca;PROMOTOR;PUEDO HACER EL PAGO RAPIDO POR BIM AUNQUE CLIENTE INDICA QUE HACE UNA COLA LARGA PARA HACER LA RECARGA DEL BIM, PORQUE ES SEGURO YA QUE NO CARGA DINERO EN EFECTIVO
banca;PROMOTOR;PORQUE NO HE TENIDO PROBLEMA CON EL PAGO POR BIM, ES MAS RAPIDO
banca;NEUTRAL;PORQUE NO HA TENIDO PROBLEMA EN HACER EL PAGO POR BIM
banca;PROMOTOR;A VECES EL SISTEMA FALLA UN POCO LA CONEXION PERO PUEDO PAGAR DE MANERA CORRECTA POR EL BIM
banca;DETRACTOR;PORQUE TUVE PROBLEMAS PARA PAGAR POR BIM EN UN AGENTE, TUVO QUE TRASLADARSE A OTRO AGENTE NO ENCONTRO AYUDA, NO HABIA SISTEMA, LE DIJERON DE QUE NO ACEPTABAN PAGO DE CREDITO GRUPAL, TUVO QUE IR A PAGAR EN LA MISMA AGENCIA DE COMPARTAMOS POR BIM
banca;PROMOTOR;TODO BIEN CON EL PAGO POR BIM AUNQUE CLIENTE INDICA SE DEBE PROMOCIONAR EL BIM ASI COMO EL YAPE, DEBERIA SER MAS CONOCIDOS POR LOS AGENTES
banca;PROMOTOR;PORQUE ES PERFECTO, EVITO IR A LA AGENCIA DE COMPARTAMOS, ES MAS RAPIDO, ES MAS FACIL
banca;PROMOTOR;PORQUE ES MAS FACIL, PERO CLIENTE INDICA DE QUE RECIBIO MALA ATENCION POR LA COBRANZA POR TELEFONO
banca;PROMOTOR;PORQUE PUEDO HACERLO DESDE CASA, ES MAS SEGURO, AUNQUE LA ULTIMA VEZ SE ACTUALIZO LA APLICACION, TUVE DUDAS PERO EL ASESOR NOS AYUDO
banca;NEUTRAL;PORQUE A VECES NO HAY SISTEMA
banca;PROMOTOR;PORQUE ES MAS FACIL, EVITO IR A LA AGENCIA DE COMPARTAMOS
banca;PROMOTOR;PORQUE ES MAS RAPIDO EL PAGO POR BIM, EVITO LLEVAR DINERO EN FISICO Y POR ELLO MAS SEGURO
banca;NEUTRAL;PORQUE USO EL BIM DE MANERA NORMAL Y TODO BIEN
banca;PROMOTOR;PORQUE NO HE TENIDO INCONVENIENTE CON EL BIM
banca;PROMOTOR;PORQUE ES FACIL
banca;PROMOTOR;PORQUE ES MAS FACIL, EVITO IR A LA FINANCIERA
banca;DETRACTOR;PORQUE A UNA PERSONA DE MI GRUPO LE ROBARON DINERO A TRAVES DE BIM, EN MI CASO NO HUBO PROBLEMA PERO NO LO RECOMIENDO
banca;PROMOTOR;PORQUE ES MAS FACIL Y SEGURO DE REALIZAR EL PAGO, ES MAS CONFIDENCIAL
banca;PROMOTOR;PORQUE ES MUY FACTIBLE, EVITO  IR A LA FINANCIERA
banca;PROMOTOR;PORQUE NO HE TENIDO PROBLEMAS CON BIM
banca;PROMOTOR;PORQUE LO PUEDO PAGAR DESDE EL CELULAR, EN CUALQUIER MOMENTO
banca;PROMOTOR;PORQUE BIM ES MAS FACIL Y SEGURO PORQUE NO LLEVAS PLATA EN MANO, EVITO LA COLA EN LAS AGENCIA
banca;PROMOTOR;PORQEUE ES MAS FACIL, EVITA IR A LA FINANCIERA, NO COBRAN COMISION
banca;PROMOTOR;PORQUE HE VENIDO PAGANDO POR BIM CUATRO CREDITOS, ES MEJOR NO TENER EL DINERO EN FISICO, ES MAS SEGURO
banca;PROMOTOR;PORQUE ES MAS PRACTICO HACERLO POR BIM
banca;PROMOTOR;PORQUE ES MAS SEGURO, MAS PRACTICO Y MUY RAPIDO
banca;PROMOTOR;PORQUE ES MEJOR, ES MAS SEGURO
banca;PROMOTOR;PORQUE ES MAS RAPIDO Y FACIL QUE IR A LA MISMA AGENCIA
banca;PROMOTOR;PORQUE ES MAS RAPIDO Y EVITO IR A LA AGENCIA
banca;PROMOTOR;PORQUE ES BUENO EVITO IR A LA AGENCIA Y PUEDO PAGAR EN CUALQUIER MOMENTO
banca;PROMOTOR;PORQUE ES MAS SEGURO HACERLO POR BIM PORQUE EVITO TENER DINERO EN FISICO Y CORRER EL RIESGO QUE ME PUEDAN ROBAR
banca;PROMOTOR;PORQUE ES MAS RAPIDO, FACIL Y SEGURO
banca;PROMOTOR;PORQUE NO HA TENIDO PROBLEMA CON BIM, BUEN SERVICIO
banca;PROMOTOR;PORQUE NO HA TENIDO PROBLEMAS CON EL BIM
banca;PROMOTOR;CLIENTE INDICA QUE TODO BIEN AUNQUE  HAY MOMENTOS EN QUE SE LAGEA EL SISTEMA Y DEMORA UNA O DOS HORAS PARA HACER EFECTIVO EL PAGO
banca;PROMOTOR;PORQUE PUEDO HACER PAGOS PUEDE RECARGAR SU BILLETERA, BUEN SERVICIO Y EVITO IR A LA AGENCIA A HACER COLAS
banca;DETRACTOR;PORQUE TENGO PROBLEMAS PARA PAGAR, ME PONEN LIMITES, NO TIENEN SALDO LOS AGENTES PARA PAGAR
banca;NEUTRAL;PORQUE HAY UN LIMINTE DE NOVECIENTOS Y TANTOS SOLES, Y CUANDO LA CUOTA ES MAYOR DEBO DE HACER MAS DE UNA TRANSACCION PARA PODER PAGAR
banca;PROMOTOR;PORQUE LA TRANSFERENCIA LLEGA SIN PROBLEMAS, RAPIDO, DESDE CASA EVITO HACER COLA, SEGURO
banca;PROMOTOR;PORQUE SIEMPRE EL PAGO SIN PROBLEMAS, TODO BIEN CON EL BIM
banca;DETRACTOR;EL SERVICIO DE BIM PARA PAGAR ES BUENO, PERO AHORA NO PUEDO INGRESAR, ME COMUNIQUE CON BIM VIA WHATSAPP PERO NO ME RESPONDEN DESDE HACE QUINCE DIAS
banca;PROMOTOR;PORQUE ES MAS PRACTICO, RAPIDO
banca;NEUTRAL;NO PRECISA
banca;PROMOTOR;PORQUE EVITO IR A LA FINANCIERA, AHORRO TIEMPO
banca;PROMOTOR;PORQUE ESTA BIEN EL BIM, EVITA REUNIRSE CON MI GRUPO
banca;NEUTRAL;PORQUE BIM NO RECIBE LA CANTIDAD QUE DEPOSITO, ME PONE UN LIMITE DE SOLO HASTA SETECIENTOS, CUANDO QUIERO PONER MIL SOLES NO ME PERMITE HACERLO Y DEBO HACER MAS DE UNA TRANSACCION PARA PODER PAGAR MI CUOTA QUE ES DE MIL SEISCIENTOS , EL RESTO TODO BIEN CO
banca;PROMOTOR;PORQUE UNO RECARGA Y PAGA AHI MISMO, EVITO IR A LA FINANCIERA A HACER COLA, ES MAS SEGURO NO TRASLADO DINERO EN EFECTIVO, ME PARECE MUY BIEN EL BIM
banca;DETRACTOR;HICE EL PAGO Y NO FIGURA, VAN QUINCE DIAS SIN SOLUCION, NO ME CONTESTA EL BIM CENTER. DEFINITIVAMENTE NO RECOMENDARIA BIM
banca;PROMOTOR;ES MEJOR, MAS SEGURO, MAS RAPIDO
banca;PROMOTOR;PORQUE ES MAS RAPIDO, EVITO LA COLA, PUEDO PAGAR PUNTUAL EN CUALQUIER AGENTE
banca;NEUTRAL;PORQUE HE TENIDO MALA EXPERIENCIA, UNA VEZ EL DINERO SE CONGELO, NO APARECIA NO FIGURABA EL PAGO, DESPUES DE DOS DIAS EL PAGO SE CONCRETO, LLAME A BIM CENTER CUANDO SUCEDIO ELLO, PRIMERO ME DIJERON QUE ESCRIBA AL WHATASAPP, PERO EL WHATSAPP NUNCA CONTESTA
banca;PROMOTOR;PORQUE ME SIRVE, ES MAS RAPIDO, CUANDO LLAME A CALL CENTER DE BIM NUNCA CONTESTAN, ESTUVE ESPERANDO TREINTA MINUTOS Y NUNCA ENTRO LA LLAMADA
banca;PROMOTOR;PORQUE ES EFECTIVO, ES RAPIDO EL PAGO POR BIM, YO LO RECOMIENDO PARA QUE PUEDAN PAGAR
banca;PROMOTOR;PORQUE ES EXCELENTE SERVICIO, ES MAS FACIL, ES MAS COMODO, LLAME A BIM CENTER, ME ATENDIERON, PERO LA SOLUCION NO FUE INMEDIATA.
banca;NEUTRAL;PORQUE SIEMPRE PAGO Y NO HE TENIDO PROBLEMA CON BIM, PERO SI CON LOS DEPOSITOS
banca;PROMOTOR;PORQUE ES UN MEDIO MAS RAPIDO, EVITO HACER COLA, PUEDO PAGAR DE MANERA DIRECTA
banca;PROMOTOR;PORQUE ES MAS FACIL QUE IR A LA AGENCIA, ES DIRECTO
banca;PROMOTOR;PORQUE EL BIM AYUDA BASTANTE A NO MOVERME DE CASA, PUEDO TRANSFERIR DE BCP Y PAGAR DIRECTAMENTE DESDE CASA, EVITO IR A LA AGENCIA
banca;PROMOTOR;PORQUE NO ES TAN COMPLICADO, EVITA IR A LA AGENCIA, AHORRO DE TIEMPO, CUANDO LLAME AL CALL CENTER DE BIM, ME DIERON SOLUCION
banca;PROMOTOR;PORQUE ES MAS RAPIDO, DESDE CUALQUIER LUGAR, INCLUSO FUERA DE HORARIO DE OFICINA PORQUE A VECES PAGO A LAS SIETE DE LA NOCHE, EL BANCO ATIENDE HASTA LAS SEIS
banca;DETRACTOR;PORQUE TUVE PROBLEMAS CON BIM, ME APARECIA MENSAJE DE ERROR, EN VARIAS OPORTUNIDADES LLAME A BIM CENTER, PERO NO ME RESPONDIERON, LUEGO EN OTRAS OPORTUNIDADES ENTRO LA LLAMADA PERO NO ME DIERON LA SOLUCION
banca;PROMOTOR;PORQUE PARA MI ES MAS ACCESIBLE, FACIL, EVITO IR A LA AGENCIA, AHORRO TIEMPO, ES MAS SEGURO
banca;PROMOTOR;PORQUE ES MEJOR, PORQUE ES MAS RAPIDO LO PAGO DESDE AHI, AHORRO IR A LA AGENCIA, AHORRO HACER LA COLA
banca;PROMOTOR;PORQUE TUVE INCONVENIENTES CON BIM, LO SOLUCIONARON EN CUATRO DIAS, PERO TODO BIEN, IGUAL LO RECOMIENDO
banca;PROMOTOR;PORQUE ES MAS FACIL, LO PUEDO HACER DESDE CASA, EVITO LA COLA, ES MAS RAPIDO
banca;PROMOTOR;PORQUE ES MAS COMODO, NO NECESITO SALIR PARA PODER PAGAR, PUEDO TRANSFERIR DE CUALQUIER BANCO
banca;PROMOTOR;PORQUE ES MAS SEGURO, PORQUE NO TENGO EL DINERO EN LA MANO O TENGO QUE IR DEPOSITANDO EN AGENTES, ES UNA BUENA OPCION, ES RAPIDO Y SENCILLO
banca;DETRACTOR;PORQUE A MI ME FUNCIONA, PERO A LAS PERSONAS QUE HE RECOMENDADO NO LES FUNCIONA, EL PAGO NO SE EFECTUA DE MANERA COMPLETA O SE DEMORA PARA HACER UNA DEVOLUCION UNOS QUINCE DIAS, ME ATENDIERON CUANDO LLAME AL BIM CENTER BIEN PERO EL PROCESO SE DEMORO UNOS 
